"","subj","order","cond","item","questionRT","questionAcc","region","Xstart","Xend","Ystart","Yend","fixationtype","value","words","wordsLen","logValue","type","reg.name","lure.type","lure.match","cond.code"
"96908",36,53,3,12,2159,1,"8",93,119,0,0,"tt",1506," by arguing about the tip.",26,7.31721240835984,"refl","final","qp","match","qp_match"
"96909",36,53,3,12,2159,1,"8",93,119,0,0,"rr",351," by arguing about the tip.",26,5.86078622346587,"refl","final","qp","match","qp_match"
"96911",36,210,2,11,1573,1,"1",0,19,0,0,"ff",284,"The nice bridesmaid",19,5.64897423816121,"refl","lure","np","mismatch","np_mismatch"
"96918",36,210,2,11,1573,1,"1",0,19,0,0,"tt",776,"The nice bridesmaid",19,6.65415252018322,"refl","lure","np","mismatch","np_mismatch"
"96919",36,210,2,11,1573,1,"1",0,19,0,0,"rr",NA,"The nice bridesmaid",19,NA,"refl","lure","np","mismatch","np_mismatch"
"96921",36,210,2,11,1573,1,"2",19,40,0,0,"ff",332," did not mention that",21,5.80513496891649,"refl","matrix.pred","np","mismatch","np_mismatch"
"96928",36,210,2,11,1573,1,"2",19,40,0,0,"tt",1454," did not mention that",21,7.28207365809346,"refl","matrix.pred","np","mismatch","np_mismatch"
"96929",36,210,2,11,1573,1,"2",19,40,0,0,"rr",473," did not mention that",21,6.15909538849193,"refl","matrix.pred","np","mismatch","np_mismatch"
"96931",36,210,2,11,1573,1,"3",40,57,0,0,"ff",230," the flower girls",17,5.4380793089232,"refl","target","np","mismatch","np_mismatch"
"96938",36,210,2,11,1573,1,"3",40,57,0,0,"tt",595," the flower girls",17,6.38856140554563,"refl","target","np","mismatch","np_mismatch"
"96939",36,210,2,11,1573,1,"3",40,57,0,0,"rr",184," the flower girls",17,5.21493575760899,"refl","target","np","mismatch","np_mismatch"
"96941",36,210,2,11,1573,1,"4",57,60,0,0,"ff",232," up",3,5.44673737166631,"refl","precrit","np","mismatch","np_mismatch"
"96948",36,210,2,11,1573,1,"4",57,60,0,0,"tt",232," up",3,5.44673737166631,"refl","precrit","np","mismatch","np_mismatch"
"96949",36,210,2,11,1573,1,"4",57,60,0,0,"rr",NA," up",3,NA,"refl","precrit","np","mismatch","np_mismatch"
"96951",36,210,2,11,1573,1,"5",60,71,0,0,"ff",176,"set himself",11,5.17048399503815,"refl","crit","np","mismatch","np_mismatch"
"96958",36,210,2,11,1573,1,"5",60,71,0,0,"tt",176,"set himself",11,5.17048399503815,"refl","crit","np","mismatch","np_mismatch"
"96959",36,210,2,11,1573,1,"5",60,71,0,0,"rr",NA,"set himself",11,NA,"refl","crit","np","mismatch","np_mismatch"
"96961",36,210,2,11,1573,1,"6",71,89,0,0,"ff",151," during the solemn",18,5.01727983681492,"refl","spillover","np","mismatch","np_mismatch"
"96968",36,210,2,11,1573,1,"6",71,89,0,0,"tt",1274," during the solemn",18,7.14991683613211,"refl","spillover","np","mismatch","np_mismatch"
"96969",36,210,2,11,1573,1,"6",71,89,0,0,"rr",NA," during the solemn",18,NA,"refl","spillover","np","mismatch","np_mismatch"
"96971",36,210,2,11,1573,1,"7",89,97,0,0,"ff",498," wedding",8,6.21060007702465,"refl","prefinal","np","mismatch","np_mismatch"
"96978",36,210,2,11,1573,1,"7",89,97,0,0,"tt",722," wedding",8,6.58202513889283,"refl","prefinal","np","mismatch","np_mismatch"
"96979",36,210,2,11,1573,1,"7",89,97,0,0,"rr",NA," wedding",8,NA,"refl","prefinal","np","mismatch","np_mismatch"
"96981",36,210,2,11,1573,1,"8",97,107,0,0,"ff",NA," ceremony.",10,NA,"refl","final","np","mismatch","np_mismatch"
"96988",36,210,2,11,1573,1,"8",97,107,0,0,"tt",NA," ceremony.",10,NA,"refl","final","np","mismatch","np_mismatch"
"96989",36,210,2,11,1573,1,"8",97,107,0,0,"rr",NA," ceremony.",10,NA,"refl","final","np","mismatch","np_mismatch"
"97291",36,137,3,20,2672,1,"1",0,18,0,0,"ff",149,"No court secretary",18,5.00394630594546,"refl","lure","qp","match","qp_match"
"97298",36,137,3,20,2672,1,"1",0,18,0,0,"tt",2325,"No court secretary",18,7.75147531802146,"refl","lure","qp","match","qp_match"
"97299",36,137,3,20,2672,1,"1",0,18,0,0,"rr",1894,"No court secretary",18,7.54644627374602,"refl","lure","qp","match","qp_match"
"97301",36,137,3,20,2672,1,"2",18,38,0,0,"ff",306," would tolerate that",20,5.72358510195238,"refl","matrix.pred","qp","match","qp_match"
"97308",36,137,3,20,2672,1,"2",18,38,0,0,"tt",4764," would tolerate that",20,8.46884293047519,"refl","matrix.pred","qp","match","qp_match"
"97309",36,137,3,20,2672,1,"2",18,38,0,0,"rr",3721," would tolerate that",20,8.22174772834662,"refl","matrix.pred","qp","match","qp_match"
"97311",36,137,3,20,2672,1,"3",38,58,0,0,"ff",203," incompetent lawyers",20,5.31320597904179,"refl","target","qp","match","qp_match"
"97318",36,137,3,20,2672,1,"3",38,58,0,0,"tt",3814," incompetent lawyers",20,8.24643378616036,"refl","target","qp","match","qp_match"
"97319",36,137,3,20,2672,1,"3",38,58,0,0,"rr",3611," incompetent lawyers",20,8.19174002127746,"refl","target","qp","match","qp_match"
"97321",36,137,3,20,2672,1,"4",58,65,0,0,"ff",163," humili",7,5.09375020080676,"refl","precrit","qp","match","qp_match"
"97328",36,137,3,20,2672,1,"4",58,65,0,0,"tt",994," humili",7,6.90173720665657,"refl","precrit","qp","match","qp_match"
"97329",36,137,3,20,2672,1,"4",58,65,0,0,"rr",831," humili",7,6.72262979485545,"refl","precrit","qp","match","qp_match"
"97331",36,137,3,20,2672,1,"5",65,76,0,0,"ff",227,"ate herself",11,5.4249500174814,"refl","crit","qp","match","qp_match"
"97338",36,137,3,20,2672,1,"5",65,76,0,0,"tt",1056,"ate herself",11,6.96224346426621,"refl","crit","qp","match","qp_match"
"97339",36,137,3,20,2672,1,"5",65,76,0,0,"rr",829,"ate herself",11,6.7202201551353,"refl","crit","qp","match","qp_match"
"97341",36,137,3,20,2672,1,"6",76,95,0,0,"ff",183," during a stressful",19,5.20948615284142,"refl","spillover","qp","match","qp_match"
"97348",36,137,3,20,2672,1,"6",76,95,0,0,"tt",2004," during a stressful",19,7.60290046220476,"refl","spillover","qp","match","qp_match"
"97349",36,137,3,20,2672,1,"6",76,95,0,0,"rr",1650," during a stressful",19,7.40853056689463,"refl","spillover","qp","match","qp_match"
"97351",36,137,3,20,2672,1,"7",95,103,0,0,"ff",173," witness",8,5.15329159449778,"refl","prefinal","qp","match","qp_match"
"97358",36,137,3,20,2672,1,"7",95,103,0,0,"tt",391," witness",8,5.96870755998537,"refl","prefinal","qp","match","qp_match"
"97359",36,137,3,20,2672,1,"7",95,103,0,0,"rr",NA," witness",8,NA,"refl","prefinal","qp","match","qp_match"
"97361",36,137,3,20,2672,1,"8",103,118,0,0,"ff",227," interrogation.",15,5.4249500174814,"refl","final","qp","match","qp_match"
"97368",36,137,3,20,2672,1,"8",103,118,0,0,"tt",227," interrogation.",15,5.4249500174814,"refl","final","qp","match","qp_match"
"97369",36,137,3,20,2672,1,"8",103,118,0,0,"rr",NA," interrogation.",15,NA,"refl","final","qp","match","qp_match"
"97391",36,110,1,2,4318,1,"1",0,23,0,0,"ff",180,"The professional barber",23,5.19295685089021,"refl","lure","np","match","np_match"
"97398",36,110,1,2,4318,1,"1",0,23,0,0,"tt",1482,"The professional barber",23,7.30114780585603,"refl","lure","np","match","np_match"
"97399",36,110,1,2,4318,1,"1",0,23,0,0,"rr",890,"The professional barber",23,6.79122146272619,"refl","lure","np","match","np_match"
"97401",36,110,1,2,4318,1,"2",23,46,0,0,"ff",334," would never imply that",23,5.8111409929767,"refl","matrix.pred","np","match","np_match"
"97408",36,110,1,2,4318,1,"2",23,46,0,0,"tt",1700," would never imply that",23,7.43838353004431,"refl","matrix.pred","np","match","np_match"
"97409",36,110,1,2,4318,1,"2",23,46,0,0,"rr",757," would never imply that",23,6.62936325343745,"refl","matrix.pred","np","match","np_match"
"97411",36,110,1,2,4318,1,"3",46,66,0,0,"ff",229," the vain socialites",20,5.43372200355424,"refl","target","np","match","np_match"
"97418",36,110,1,2,4318,1,"3",46,66,0,0,"tt",3333," the vain socialites",20,8.11162807830774,"refl","target","np","match","np_match"
"97419",36,110,1,2,4318,1,"3",46,66,0,0,"rr",3104," the vain socialites",20,8.04044688130311,"refl","target","np","match","np_match"
"97421",36,110,1,2,4318,1,"4",66,74,0,0,"ff",328," humilia",8,5.79301360838414,"refl","precrit","np","match","np_match"
"97428",36,110,1,2,4318,1,"4",66,74,0,0,"tt",1897," humilia",8,7.54802896993501,"refl","precrit","np","match","np_match"
"97429",36,110,1,2,4318,1,"4",66,74,0,0,"rr",1061," humilia",8,6.96696713861398,"refl","precrit","np","match","np_match"
"97431",36,110,1,2,4318,1,"5",74,85,0,0,"ff",195,"ted himself",11,5.27299955856375,"refl","crit","np","match","np_match"
"97438",36,110,1,2,4318,1,"5",74,85,0,0,"tt",590,"ted himself",11,6.38012253689976,"refl","crit","np","match","np_match"
"97439",36,110,1,2,4318,1,"5",74,85,0,0,"rr",395,"ted himself",11,5.97888576490112,"refl","crit","np","match","np_match"
"97441",36,110,1,2,4318,1,"6",85,102,0,0,"ff",124," during exclusive",17,4.82028156560504,"refl","spillover","np","match","np_match"
"97448",36,110,1,2,4318,1,"6",85,102,0,0,"tt",124," during exclusive",17,4.82028156560504,"refl","spillover","np","match","np_match"
"97449",36,110,1,2,4318,1,"6",85,102,0,0,"rr",NA," during exclusive",17,NA,"refl","spillover","np","match","np_match"
"97451",36,110,1,2,4318,1,"7",102,107,0,0,"ff",NA," hair",5,NA,"refl","prefinal","np","match","np_match"
"97458",36,110,1,2,4318,1,"7",102,107,0,0,"tt",NA," hair",5,NA,"refl","prefinal","np","match","np_match"
"97459",36,110,1,2,4318,1,"7",102,107,0,0,"rr",NA," hair",5,NA,"refl","prefinal","np","match","np_match"
"97461",36,110,1,2,4318,1,"8",107,121,0,0,"ff",NA," appointments.",14,NA,"refl","final","np","match","np_match"
"97468",36,110,1,2,4318,1,"8",107,121,0,0,"tt",NA," appointments.",14,NA,"refl","final","np","match","np_match"
"97469",36,110,1,2,4318,1,"8",107,121,0,0,"rr",NA," appointments.",14,NA,"refl","final","np","match","np_match"
"97471",36,244,2,19,1476,1,"1",0,21,0,0,"ff",193,"The successful rapper",21,5.26269018890489,"refl","lure","np","mismatch","np_mismatch"
"97478",36,244,2,19,1476,1,"1",0,21,0,0,"tt",749,"The successful rapper",21,6.61873898351722,"refl","lure","np","mismatch","np_mismatch"
"97479",36,244,2,19,1476,1,"1",0,21,0,0,"rr",385,"The successful rapper",21,5.95324333428778,"refl","lure","np","mismatch","np_mismatch"
"97481",36,244,2,19,1476,1,"2",21,42,0,0,"ff",191," did not imagine that",21,5.25227342804663,"refl","matrix.pred","np","mismatch","np_mismatch"
"97488",36,244,2,19,1476,1,"2",21,42,0,0,"tt",1275," did not imagine that",21,7.15070145759253,"refl","matrix.pred","np","mismatch","np_mismatch"
"97489",36,244,2,19,1476,1,"2",21,42,0,0,"rr",684," did not imagine that",21,6.52795791762255,"refl","matrix.pred","np","mismatch","np_mismatch"
"97491",36,244,2,19,1476,1,"3",42,63,0,0,"ff",206," the tough bodyguards",21,5.32787616878958,"refl","target","np","mismatch","np_mismatch"
"97498",36,244,2,19,1476,1,"3",42,63,0,0,"tt",1006," the tough bodyguards",21,6.91373735065968,"refl","target","np","mismatch","np_mismatch"
"97499",36,244,2,19,1476,1,"3",42,63,0,0,"rr",561," the tough bodyguards",21,6.3297209055227,"refl","target","np","mismatch","np_mismatch"
"97501",36,244,2,19,1476,1,"4",63,76,0,0,"ff",274," would introd",13,5.61312810638807,"refl","precrit","np","mismatch","np_mismatch"
"97508",36,244,2,19,1476,1,"4",63,76,0,0,"tt",970," would introd",13,6.87729607149743,"refl","precrit","np","mismatch","np_mismatch"
"97509",36,244,2,19,1476,1,"4",63,76,0,0,"rr",367," would introd",13,5.90536184805457,"refl","precrit","np","mismatch","np_mismatch"
"97511",36,244,2,19,1476,1,"5",76,87,0,0,"ff",217,"uce herself",11,5.37989735354046,"refl","crit","np","mismatch","np_mismatch"
"97518",36,244,2,19,1476,1,"5",76,87,0,0,"tt",458,"uce herself",11,6.12686918411419,"refl","crit","np","mismatch","np_mismatch"
"97519",36,244,2,19,1476,1,"5",76,87,0,0,"rr",241,"uce herself",11,5.48479693349065,"refl","crit","np","mismatch","np_mismatch"
"97521",36,244,2,19,1476,1,"6",87,105,0,0,"ff",180," to an influential",18,5.19295685089021,"refl","spillover","np","mismatch","np_mismatch"
"97528",36,244,2,19,1476,1,"6",87,105,0,0,"tt",1532," to an influential",18,7.33432935030054,"refl","spillover","np","mismatch","np_mismatch"
"97529",36,244,2,19,1476,1,"6",87,105,0,0,"rr",976," to an influential",18,6.88346258641309,"refl","spillover","np","mismatch","np_mismatch"
"97581",36,244,2,19,1476,1,"7",105,111,0,0,"ff",251," music",6,5.52545293913178,"refl","prefinal","np","mismatch","np_mismatch"
"97588",36,244,2,19,1476,1,"7",105,111,0,0,"tt",690," music",6,6.5366915975913,"refl","prefinal","np","mismatch","np_mismatch"
"97589",36,244,2,19,1476,1,"7",105,111,0,0,"rr",439," music",6,6.08449941307517,"refl","prefinal","np","mismatch","np_mismatch"
"97591",36,244,2,19,1476,1,"8",111,127,0,0,"ff",196," video producer.",16,5.27811465923052,"refl","final","np","mismatch","np_mismatch"
"97598",36,244,2,19,1476,1,"8",111,127,0,0,"tt",1580," video producer.",16,7.36518012602101,"refl","final","np","mismatch","np_mismatch"
"97599",36,244,2,19,1476,1,"8",111,127,0,0,"rr",1221," video producer.",16,7.1074254741107,"refl","final","np","mismatch","np_mismatch"
"97601",36,252,1,10,1418,1,"1",0,26,0,0,"ff",182,"The conservative policeman",26,5.2040066870768,"refl","lure","np","match","np_match"
"97608",36,252,1,10,1418,1,"1",0,26,0,0,"tt",2222,"The conservative policeman",26,7.70616297019958,"refl","lure","np","match","np_match"
"97609",36,252,1,10,1418,1,"1",0,26,0,0,"rr",1470,"The conservative policeman",26,7.29301767977278,"refl","lure","np","match","np_match"
"97611",36,252,1,10,1418,1,"2",26,47,0,0,"ff",311," did not imagine that",21,5.73979291217923,"refl","matrix.pred","np","match","np_match"
"97618",36,252,1,10,1418,1,"2",26,47,0,0,"tt",2687," did not imagine that",21,7.89618060861549,"refl","matrix.pred","np","match","np_match"
"97619",36,252,1,10,1418,1,"2",26,47,0,0,"rr",1648," did not imagine that",21,7.40731771046942,"refl","matrix.pred","np","match","np_match"
"97621",36,252,1,10,1418,1,"3",47,69,0,0,"ff",280," the radical feminists",22,5.63478960316925,"refl","target","np","match","np_match"
"97628",36,252,1,10,1418,1,"3",47,69,0,0,"tt",1985," the radical feminists",22,7.59337419312129,"refl","target","np","match","np_match"
"97629",36,252,1,10,1418,1,"3",47,69,0,0,"rr",1141," the radical feminists",22,7.03966034986208,"refl","target","np","match","np_match"
"97631",36,252,1,10,1418,1,"4",69,81,0,0,"ff",161," would nomin",12,5.08140436498446,"refl","precrit","np","match","np_match"
"97638",36,252,1,10,1418,1,"4",69,81,0,0,"tt",1237," would nomin",12,7.12044437239249,"refl","precrit","np","match","np_match"
"97639",36,252,1,10,1418,1,"4",69,81,0,0,"rr",937," would nomin",12,6.84268328223842,"refl","precrit","np","match","np_match"
"97781",36,252,1,10,1418,1,"5",81,92,0,0,"ff",116,"ate himself",11,4.75359019110636,"refl","crit","np","match","np_match"
"97788",36,252,1,10,1418,1,"5",81,92,0,0,"tt",645,"ate himself",11,6.46925031679577,"refl","crit","np","match","np_match"
"97789",36,252,1,10,1418,1,"5",81,92,0,0,"rr",529,"ate himself",11,6.2709884318583,"refl","crit","np","match","np_match"
"97791",36,252,1,10,1418,1,"6",92,112,0,0,"ff",149," for the prestigious",20,5.00394630594546,"refl","spillover","np","match","np_match"
"97798",36,252,1,10,1418,1,"6",92,112,0,0,"tt",1363," for the prestigious",20,7.21744343169653,"refl","spillover","np","match","np_match"
"97799",36,252,1,10,1418,1,"6",92,112,0,0,"rr",989," for the prestigious",20,6.89669433162271,"refl","spillover","np","match","np_match"
"97801",36,252,1,10,1418,1,"7",112,122,0,0,"ff",289," community",10,5.66642668811243,"refl","prefinal","np","match","np_match"
"97808",36,252,1,10,1418,1,"7",112,122,0,0,"tt",409," community",10,6.0137151560428,"refl","prefinal","np","match","np_match"
"97809",36,252,1,10,1418,1,"7",112,122,0,0,"rr",120," community",10,4.78749174278205,"refl","prefinal","np","match","np_match"
"97811",36,252,1,10,1418,1,"8",122,129,0,0,"ff",226," award.",7,5.42053499927229,"refl","final","np","match","np_match"
"97818",36,252,1,10,1418,1,"8",122,129,0,0,"tt",226," award.",7,5.42053499927229,"refl","final","np","match","np_match"
"97819",36,252,1,10,1418,1,"8",122,129,0,0,"rr",NA," award.",7,NA,"refl","final","np","match","np_match"
"98171",36,129,1,6,4391,1,"1",0,22,0,0,"ff",160,"The destitute nobleman",22,5.07517381523383,"refl","lure","np","match","np_match"
"98178",36,129,1,6,4391,1,"1",0,22,0,0,"tt",1828,"The destitute nobleman",22,7.5109777520141,"refl","lure","np","match","np_match"
"98179",36,129,1,6,4391,1,"1",0,22,0,0,"rr",1289,"The destitute nobleman",22,7.16162200293919,"refl","lure","np","match","np_match"
"98181",36,129,1,6,4391,1,"2",22,45,0,0,"ff",235," could not believe that",23,5.45958551414416,"refl","matrix.pred","np","match","np_match"
"98188",36,129,1,6,4391,1,"2",22,45,0,0,"tt",1897," could not believe that",23,7.54802896993501,"refl","matrix.pred","np","match","np_match"
"98189",36,129,1,6,4391,1,"2",22,45,0,0,"rr",1104," could not believe that",23,7.00669522683704,"refl","matrix.pred","np","match","np_match"
"98191",36,129,1,6,4391,1,"3",45,61,0,0,"ff",297," lazy housemaids",16,5.6937321388027,"refl","target","np","match","np_match"
"98198",36,129,1,6,4391,1,"3",45,61,0,0,"tt",578," lazy housemaids",16,6.35957386867238,"refl","target","np","match","np_match"
"98199",36,129,1,6,4391,1,"3",45,61,0,0,"rr",281," lazy housemaids",16,5.63835466933375,"refl","target","np","match","np_match"
"98201",36,129,1,6,4391,1,"4",61,68,0,0,"ff",318," motiva",7,5.76205138278018,"refl","precrit","np","match","np_match"
"98208",36,129,1,6,4391,1,"4",61,68,0,0,"tt",705," motiva",7,6.55819780281227,"refl","precrit","np","match","np_match"
"98209",36,129,1,6,4391,1,"4",61,68,0,0,"rr",284," motiva",7,5.64897423816121,"refl","precrit","np","match","np_match"
"98211",36,129,1,6,4391,1,"5",68,79,0,0,"ff",216,"ted himself",11,5.37527840768417,"refl","crit","np","match","np_match"
"98218",36,129,1,6,4391,1,"5",68,79,0,0,"tt",563,"ted himself",11,6.33327962813969,"refl","crit","np","match","np_match"
"98219",36,129,1,6,4391,1,"5",68,79,0,0,"rr",347,"ted himself",11,5.84932477994686,"refl","crit","np","match","np_match"
"98221",36,129,1,6,4391,1,"6",79,93,0,0,"ff",293," after several",14,5.68017260901707,"refl","spillover","np","match","np_match"
"98228",36,129,1,6,4391,1,"6",79,93,0,0,"tt",919," after several",14,6.82328612235569,"refl","spillover","np","match","np_match"
"98229",36,129,1,6,4391,1,"6",79,93,0,0,"rr",460," after several",14,6.13122648948314,"refl","spillover","np","match","np_match"
"98231",36,129,1,6,4391,1,"7",93,100,0,0,"ff",288," months",7,5.66296048013595,"refl","prefinal","np","match","np_match"
"98238",36,129,1,6,4391,1,"7",93,100,0,0,"tt",288," months",7,5.66296048013595,"refl","prefinal","np","match","np_match"
"98239",36,129,1,6,4391,1,"7",93,100,0,0,"rr",NA," months",7,NA,"refl","prefinal","np","match","np_match"
"98241",36,129,1,6,4391,1,"8",100,112,0,0,"ff",247," of service.",12,5.50938833662798,"refl","final","np","match","np_match"
"98248",36,129,1,6,4391,1,"8",100,112,0,0,"tt",247," of service.",12,5.50938833662798,"refl","final","np","match","np_match"
"98249",36,129,1,6,4391,1,"8",100,112,0,0,"rr",NA," of service.",12,NA,"refl","final","np","match","np_match"
"113021",25,29,4,12,4013,1,"1",0,19,0,0,"ff",278,"No respectable lady",19,5.62762111369064,"refl","lure","qp","mismatch","qp_mismatch"
"113028",25,29,4,12,4013,1,"1",0,19,0,0,"tt",909,"No respectable lady",19,6.81234509417748,"refl","lure","qp","mismatch","qp_mismatch"
"113029",25,29,4,12,4013,1,"1",0,19,0,0,"rr",396,"No respectable lady",19,5.98141421125448,"refl","lure","qp","mismatch","qp_mismatch"
"113031",25,29,4,12,4013,1,"2",19,38,0,0,"ff",188," would mention that",19,5.23644196282995,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"113038",25,29,4,12,4013,1,"2",19,38,0,0,"tt",1624," would mention that",19,7.39264752072162,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"113039",25,29,4,12,4013,1,"2",19,38,0,0,"rr",623," would mention that",19,6.43454651878745,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"113041",25,29,4,12,4013,1,"3",38,54,0,0,"ff",78," rude waitresses",16,4.35670882668959,"refl","target","qp","mismatch","qp_mismatch"
"113048",25,29,4,12,4013,1,"3",38,54,0,0,"tt",1570," rude waitresses",16,7.35883089834235,"refl","target","qp","mismatch","qp_mismatch"
"113049",25,29,4,12,4013,1,"3",38,54,0,0,"rr",1140," rude waitresses",16,7.03878354138854,"refl","target","qp","mismatch","qp_mismatch"
"113051",25,29,4,12,4013,1,"4",54,55,0,0,"ff",NA," ",1,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"113058",25,29,4,12,4013,1,"4",54,55,0,0,"tt",NA," ",1,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"113059",25,29,4,12,4013,1,"4",54,55,0,0,"rr",NA," ",1,NA,"refl","precrit","qp","mismatch","qp_mismatch"
"113061",25,29,4,12,4013,1,"5",55,66,0,0,"ff",711,"put himself",11,6.56667242980324,"refl","crit","qp","mismatch","qp_mismatch"
"113068",25,29,4,12,4013,1,"5",55,66,0,0,"tt",1278,"put himself",11,7.15305163493748,"refl","crit","qp","mismatch","qp_mismatch"
"113069",25,29,4,12,4013,1,"5",55,66,0,0,"rr",222,"put himself",11,5.40267738187228,"refl","crit","qp","mismatch","qp_mismatch"
"113071",25,29,4,12,4013,1,"6",66,77,0,0,"ff",168," in awkward",11,5.12396397940326,"refl","spillover","qp","mismatch","qp_mismatch"
"113078",25,29,4,12,4013,1,"6",66,77,0,0,"tt",723," in awkward",11,6.58340922215876,"refl","spillover","qp","mismatch","qp_mismatch"
"113079",25,29,4,12,4013,1,"6",66,77,0,0,"rr",555," in awkward",11,6.31896811374643,"refl","spillover","qp","mismatch","qp_mismatch"
"113081",25,29,4,12,4013,1,"7",77,88,0,0,"ff",171," situations",11,5.14166355650266,"refl","prefinal","qp","mismatch","qp_mismatch"
"113088",25,29,4,12,4013,1,"7",77,88,0,0,"tt",607," situations",11,6.4085287910595,"refl","prefinal","qp","mismatch","qp_mismatch"
"113089",25,29,4,12,4013,1,"7",77,88,0,0,"rr",436," situations",11,6.07764224334903,"refl","prefinal","qp","mismatch","qp_mismatch"
"113091",25,29,4,12,4013,1,"8",88,114,0,0,"ff",535," by arguing about the tip.",26,6.28226674689601,"refl","final","qp","mismatch","qp_mismatch"
"113098",25,29,4,12,4013,1,"8",88,114,0,0,"tt",3229," by arguing about the tip.",26,8.07992777075827,"refl","final","qp","mismatch","qp_mismatch"
"113099",25,29,4,12,4013,1,"8",88,114,0,0,"rr",1075," by arguing about the tip.",26,6.98007594056176,"refl","final","qp","mismatch","qp_mismatch"
"113261",25,1,3,11,3494,0,"1",0,17,0,0,"ff",182,"No nice groomsman",17,5.2040066870768,"refl","lure","qp","match","qp_match"
"113268",25,1,3,11,3494,0,"1",0,17,0,0,"tt",1038,"No nice groomsman",17,6.94505106372583,"refl","lure","qp","match","qp_match"
"113269",25,1,3,11,3494,0,"1",0,17,0,0,"rr",191,"No nice groomsman",17,5.25227342804663,"refl","lure","qp","match","qp_match"
"113271",25,1,3,11,3494,0,"2",17,36,0,0,"ff",340," would mention that",19,5.82894561761021,"refl","matrix.pred","qp","match","qp_match"
"113278",25,1,3,11,3494,0,"2",17,36,0,0,"tt",1154," would mention that",19,7.05098944706805,"refl","matrix.pred","qp","match","qp_match"
"113279",25,1,3,11,3494,0,"2",17,36,0,0,"rr",814," would mention that",19,6.70196036600254,"refl","matrix.pred","qp","match","qp_match"
"113281",25,1,3,11,3494,0,"3",36,53,0,0,"ff",203," the flower girls",17,5.31320597904179,"refl","target","qp","match","qp_match"
"113288",25,1,3,11,3494,0,"3",36,53,0,0,"tt",203," the flower girls",17,5.31320597904179,"refl","target","qp","match","qp_match"
"113289",25,1,3,11,3494,0,"3",36,53,0,0,"rr",NA," the flower girls",17,NA,"refl","target","qp","match","qp_match"
"113291",25,1,3,11,3494,0,"4",53,56,0,0,"ff",203," up",3,5.31320597904179,"refl","precrit","qp","match","qp_match"
"113298",25,1,3,11,3494,0,"4",53,56,0,0,"tt",203," up",3,5.31320597904179,"refl","precrit","qp","match","qp_match"
"113299",25,1,3,11,3494,0,"4",53,56,0,0,"rr",NA," up",3,NA,"refl","precrit","qp","match","qp_match"
"113381",25,1,3,11,3494,0,"5",56,67,0,0,"ff",216,"set himself",11,5.37527840768417,"refl","crit","qp","match","qp_match"
"113388",25,1,3,11,3494,0,"5",56,67,0,0,"tt",871,"set himself",11,6.7696419768525,"refl","crit","qp","match","qp_match"
"113389",25,1,3,11,3494,0,"5",56,67,0,0,"rr",NA,"set himself",11,NA,"refl","crit","qp","match","qp_match"
"113391",25,1,3,11,3494,0,"6",67,85,0,0,"ff",694," during the solemn",18,6.5424719605068,"refl","spillover","qp","match","qp_match"
"113398",25,1,3,11,3494,0,"6",67,85,0,0,"tt",1732," during the solemn",18,7.45703208912238,"refl","spillover","qp","match","qp_match"
"113399",25,1,3,11,3494,0,"6",67,85,0,0,"rr",NA," during the solemn",18,NA,"refl","spillover","qp","match","qp_match"
"113401",25,1,3,11,3494,0,"7",85,93,0,0,"ff",165," wedding",8,5.10594547390058,"refl","prefinal","qp","match","qp_match"
"113408",25,1,3,11,3494,0,"7",85,93,0,0,"tt",844," wedding",8,6.73815249459596,"refl","prefinal","qp","match","qp_match"
"113409",25,1,3,11,3494,0,"7",85,93,0,0,"rr",255," wedding",8,5.54126354515843,"refl","prefinal","qp","match","qp_match"
"113411",25,1,3,11,3494,0,"8",93,103,0,0,"ff",471," ceremony.",10,6.15485809401642,"refl","final","qp","match","qp_match"
"113418",25,1,3,11,3494,0,"8",93,103,0,0,"tt",471," ceremony.",10,6.15485809401642,"refl","final","qp","match","qp_match"
"113419",25,1,3,11,3494,0,"8",93,103,0,0,"rr",NA," ceremony.",10,NA,"refl","final","qp","match","qp_match"
"113421",25,161,4,20,2748,1,"1",0,15,0,0,"ff",424,"No strict judge",15,6.04973345523196,"refl","lure","qp","mismatch","qp_mismatch"
"113428",25,161,4,20,2748,1,"1",0,15,0,0,"tt",1250,"No strict judge",15,7.13089883029635,"refl","lure","qp","mismatch","qp_mismatch"
"113429",25,161,4,20,2748,1,"1",0,15,0,0,"rr",528,"No strict judge",15,6.26909628370626,"refl","lure","qp","mismatch","qp_mismatch"
"113431",25,161,4,20,2748,1,"2",15,35,0,0,"ff",268," would tolerate that",20,5.59098698051086,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"113438",25,161,4,20,2748,1,"2",15,35,0,0,"tt",1282," would tolerate that",20,7.15617663748062,"refl","matrix.pred","qp","mismatch","qp_mismatch"
"113439",25,161,4,20,2748,1,"2",15,35,0,0,"rr",1014," would tolerate that",20,6.92165818415113,"refl","matrix.pred","qp","mismatch","qp_mismatch"
